  Time                 , V(VN)                , V(VVAL)              , (V(MH:+)-V(MH:-)) / I(MH:+), (V(MS:+)-V(MS:-)) / I(MS:+)
  1.200002238148e+01  ,-3.662081003719e-07  ,7.000000000000e-01  ,3.283054842581e+04  ,5.364283906054e+04  
  1.200002404412e+01  ,-4.260984517168e-07  ,7.000000000000e-01  ,3.283057100235e+04  ,5.364284269194e+04  
  1.200002736939e+01  ,-3.979281025801e-07  ,7.000000000000e-01  ,3.283061615537e+04  ,5.364284269194e+04  
  1.200003268784e+01  ,-4.314551650397e-07  ,7.000000000000e-01  ,3.283068837307e+04  ,5.364284269194e+04  
  1.200003401745e+01  ,-3.991313060614e-07  ,7.000000000000e-01  ,3.283070642746e+04  ,5.364284269194e+04  
  1.200003667668e+01  ,-4.326507099528e-07  ,7.000000000000e-01  ,3.283074253618e+04  ,5.364284269194e+04  
  1.200004199513e+01  ,-4.000881424771e-07  ,7.000000000000e-01  ,3.283081475346e+04  ,5.364284269195e+04  
  1.200004201591e+01  ,-4.289759444331e-07  ,7.000000000000e-01  ,3.283081503556e+04  ,5.364284269195e+04  
  1.200004205746e+01  ,-4.068615974406e-07  ,7.000000000000e-01  ,3.283081559976e+04  ,5.364284269195e+04  
  1.200004206784e+01  ,-4.230559102203e-07  ,7.000000000000e-01  ,3.283081574080e+04  ,5.364284269195e+04  
  1.200004208862e+01  ,-4.125643920105e-07  ,7.000000000000e-01  ,3.283081602290e+04  ,5.364284269195e+04  
  1.200004209381e+01  ,-4.201993121233e-07  ,7.000000000000e-01  ,3.283081609343e+04  ,5.364284269195e+04  
  1.200004210420e+01  ,-4.146500374724e-07  ,7.000000000000e-01  ,3.283081623448e+04  ,5.364284269200e+04  
  1.200004212497e+01  ,-4.201968410167e-07  ,7.000000000000e-01  ,3.283081651657e+04  ,5.364284269195e+04  
  1.200004213017e+01  ,-4.148040478602e-07  ,7.000000000000e-01  ,3.283081658710e+04  ,5.364284269197e+04  
  1.200004214056e+01  ,-2.921818578194e-07  ,7.000000000000e-01  ,3.283081672815e+04  ,5.364284273812e+04  
  1.200004216133e+01  ,-3.435064785395e-07  ,7.000000000000e-01  ,3.283081701025e+04  ,5.364284288914e+04  
  1.200004218346e+01  ,-4.607168480886e-07  ,7.000000000000e-01  ,3.283081731076e+04  ,5.364284289802e+04  
  1.200004222773e+01  ,-3.711757439462e-07  ,7.000000000000e-01  ,3.283081791178e+04  ,5.364284287846e+04  
  1.200004228795e+01  ,-4.479685815351e-07  ,7.000000000000e-01  ,3.283081872954e+04  ,5.364284836070e+04  
  1.200004239176e+01  ,-3.764349090218e-07  ,7.000000000000e-01  ,3.283082013910e+04  ,5.364285758180e+04  
  1.200004259937e+01  ,-4.421504229690e-07  ,7.000000000000e-01  ,3.283082295823e+04  ,5.364285758180e+04  
  1.200004301460e+01  ,-3.762478166525e-07  ,7.000000000000e-01  ,3.283082859646e+04  ,5.364285758180e+04  
  1.200004384506e+01  ,-4.403437662281e-07  ,7.000000000000e-01  ,3.283083987294e+04  ,5.364285758180e+04  
  1.200004550598e+01  ,-3.766094429092e-07  ,7.000000000000e-01  ,3.283086242587e+04  ,5.364285757183e+04  
  1.200004882782e+01  ,-4.398461020683e-07  ,7.000000000000e-01  ,3.283090753166e+04  ,5.364285758181e+04  
  1.200004965828e+01  ,-3.767256486764e-07  ,7.000000000000e-01  ,3.283091880810e+04  ,5.364285758181e+04  
  1.200005131920e+01  ,-4.393843241191e-07  ,7.000000000000e-01  ,3.283094136095e+04  ,5.364285758181e+04  
  1.200005464104e+01  ,-3.769378603413e-07  ,7.000000000000e-01  ,3.283098646658e+04  ,5.364285758181e+04  
  1.200006128471e+01  ,-4.391588557806e-07  ,7.000000000000e-01  ,3.283107667755e+04  ,5.364285758181e+04  
  1.200007457207e+01  ,-3.766737381727e-07  ,7.000000000000e-01  ,3.283125709838e+04  ,5.364285758180e+04  
  1.200010114677e+01  ,-4.390170887381e-07  ,7.000000000000e-01  ,3.283161793552e+04  ,5.364285758183e+04  
  1.200015429619e+01  ,-4.045860445001e-07  ,7.000000000000e-01  ,3.283233959180e+04  ,5.364285758186e+04  
  1.200015595711e+01  ,-4.058216925840e-07  ,7.000000000000e-01  ,3.283236214317e+04  ,5.364285758186e+04  
  1.200015927894e+01  ,-3.831956437439e-07  ,7.000000000000e-01  ,3.283240724584e+04  ,5.364285758186e+04  
  1.200016369179e+01  ,-4.384621725417e-07  ,7.000000000000e-01  ,3.283246716161e+04  ,5.364285758186e+04  
  1.200016821144e+01  ,-3.788535660187e-07  ,7.000000000000e-01  ,3.283252852744e+04  ,5.364285764283e+04  
  1.200017389839e+01  ,-4.385216141600e-07  ,7.000000000000e-01  ,3.283260574207e+04  ,5.364285758187e+04  
  1.200018527229e+01  ,-3.775729264799e-07  ,7.000000000000e-01  ,3.283276017050e+04  ,5.364285758187e+04  
  1.200020802009e+01  ,-4.383632283278e-07  ,7.000000000000e-01  ,3.283306902407e+04  ,5.364285758188e+04  
  1.200025351570e+01  ,-4.048890833996e-07  ,7.000000000000e-01  ,3.283368671800e+04  ,5.364285758190e+04  
  1.200025493744e+01  ,-4.055874154585e-07  ,7.000000000000e-01  ,3.283370602065e+04  ,5.364285758190e+04  
  1.200025778091e+01  ,-3.852379844571e-07  ,7.000000000000e-01  ,3.283374462590e+04  ,5.364285758190e+04  
  1.200026280182e+01  ,-4.381008125720e-07  ,7.000000000000e-01  ,3.283381279347e+04  ,5.364285758191e+04  
  1.200026782883e+01  ,-3.796552976443e-07  ,7.000000000000e-01  ,3.283388104370e+04  ,5.364285758191e+04  
  1.200027444961e+01  ,-4.381085584038e-07  ,7.000000000000e-01  ,3.283397093188e+04  ,5.364285758191e+04  
  1.200028769119e+01  ,-4.050411639422e-07  ,7.000000000000e-01  ,3.283415070714e+04  ,5.364285758192e+04  
  1.200028810499e+01  ,-4.051152448503e-07  ,7.000000000000e-01  ,3.283415632509e+04  ,5.364285758192e+04  
  1.200028820844e+01  ,-4.056930354712e-07  ,7.000000000000e-01  ,3.283415772958e+04  ,5.364285758192e+04  
  1.200028841534e+01  ,-4.051036586739e-07  ,7.000000000000e-01  ,3.283416053856e+04  ,5.364285758192e+04  
  1.200028882914e+01  ,-1.853403374108e-07  ,7.000000000000e-01  ,3.283416615651e+04  ,5.364286084911e+04  
  1.200028965674e+01  ,-3.689555147790e-07  ,7.000000000000e-01  ,3.283417739240e+04  ,5.364286920315e+04  
  1.200029044857e+01  ,-3.531348816144e-07  ,7.000000000000e-01  ,3.283418814276e+04  ,5.364287297238e+04  
  1.200029202862e+01  ,-4.324737769568e-07  ,7.000000000000e-01  ,3.283420959426e+04  ,5.364287702093e+04  
  1.200029518872e+01  ,-3.819079912593e-07  ,7.000000000000e-01  ,3.283425249719e+04  ,5.364287702093e+04  
  1.200030075512e+01  ,-4.361811708764e-07  ,7.000000000000e-01  ,3.283432806912e+04  ,5.364287702093e+04  
  1.200031188794e+01  ,-3.849575502812e-07  ,7.000000000000e-01  ,3.283447921218e+04  ,5.364287702094e+04  
  1.200033415356e+01  ,-4.370442308610e-07  ,7.000000000000e-01  ,3.283478149516e+04  ,5.364287702095e+04  
  1.200037868481e+01  ,-4.042619453637e-07  ,7.000000000000e-01  ,3.283538604846e+04  ,5.364287702097e+04  
  1.200038146801e+01  ,-4.173182539258e-07  ,7.000000000000e-01  ,3.283481928020e+04  ,5.364287702095e+04  
  1.200038220473e+01  ,-4.147782037833e-07  ,7.000000000000e-01  ,3.283482928189e+04  ,5.364287702095e+04  
  1.200038367815e+01  ,-4.269495768316e-07  ,7.000000000000e-01  ,3.283484928526e+04  ,5.364287702095e+04  
  1.200038662501e+01  ,-4.102268554018e-07  ,7.000000000000e-01  ,3.283488929195e+04  ,5.364287702095e+04  
  1.200038723736e+01  ,-4.338119510838e-07  ,7.000000000000e-01  ,3.283489760530e+04  ,5.364287702095e+04  
  1.200038846207e+01  ,-4.054166273804e-07  ,7.000000000000e-01  ,3.283491423200e+04  ,5.364287702095e+04  
  1.200038876825e+01  ,-4.356403717765e-07  ,7.000000000000e-01  ,3.283491838867e+04  ,5.364287702095e+04  
  1.200038938060e+01  ,-4.049950803053e-07  ,7.000000000000e-01  ,3.283492670201e+04  ,5.364287702095e+04  
  1.200038938299e+01  ,-3.571046957029e-07  ,7.000000000000e-01  ,3.283492673449e+04  ,5.364287702639e+04  
  1.200038938778e+01  ,-4.044455850227e-07  ,7.000000000000e-01  ,3.283492679944e+04  ,5.364287703727e+04  
  1.200038938897e+01  ,-4.048810192947e-07  ,7.000000000000e-01  ,3.283492681567e+04  ,5.364287703727e+04  
  1.200038939137e+01  ,-4.047136257512e-07  ,7.000000000000e-01  ,3.283492684815e+04  ,5.364287703727e+04  
  1.200038939196e+01  ,-4.047989406175e-07  ,7.000000000000e-01  ,3.283492685627e+04  ,5.364287703727e+04  
  1.200038939316e+01  ,-4.048037344495e-07  ,7.000000000000e-01  ,3.283492687250e+04  ,5.364287703727e+04  
  1.200038939527e+01  ,-4.048715109284e-07  ,7.000000000000e-01  ,3.283492690119e+04  ,5.364287703727e+04  
  1.200038939735e+01  ,-4.049002927387e-07  ,7.000000000000e-01  ,3.283492692945e+04  ,5.364287703727e+04  
  1.200038940152e+01  ,-4.049327489153e-07  ,7.000000000000e-01  ,3.283492698598e+04  ,5.364287703727e+04  
  1.200038940985e+01  ,-4.049597287503e-07  ,7.000000000000e-01  ,3.283492709902e+04  ,5.364287703727e+04  
  1.200038942650e+01  ,-4.049981076060e-07  ,7.000000000000e-01  ,3.283492732511e+04  ,5.364287703727e+04  
  1.200038943066e+01  ,-4.050089894014e-07  ,7.000000000000e-01  ,3.283492738163e+04  ,5.364287703727e+04  
  1.200038943899e+01  ,-4.050255459354e-07  ,7.000000000000e-01  ,3.283492749468e+04  ,5.364287703727e+04  
  1.200038945564e+01  ,-4.756288667640e-07  ,7.000000000000e-01  ,3.283492772077e+04  ,5.364287701982e+04  
  1.200038948895e+01  ,-4.118056149416e-07  ,7.000000000000e-01  ,3.283492817294e+04  ,5.364287698492e+04  
  1.200038949626e+01  ,-4.046783113054e-07  ,7.000000000000e-01  ,3.283492827221e+04  ,5.364287698492e+04  
  1.200038951089e+01  ,-4.049593085587e-07  ,7.000000000000e-01  ,3.283492847075e+04  ,5.364287698491e+04  
  1.200038954013e+01  ,-4.048253954836e-07  ,7.000000000000e-01  ,3.283492886782e+04  ,5.364287698492e+04  
  1.200038954596e+01  ,-4.050260864474e-07  ,7.000000000000e-01  ,3.283492894688e+04  ,5.364287698492e+04  
  1.200038955760e+01  ,-4.049072990508e-07  ,7.000000000000e-01  ,3.283492910499e+04  ,5.364287698492e+04  
  1.200038958090e+01  ,-4.050926618593e-07  ,7.000000000000e-01  ,3.283492942123e+04  ,5.364287698492e+04  
  1.200038962748e+01  ,-1.945783156543e-07  ,7.000000000000e-01  ,3.283493005369e+04  ,5.364287733404e+04  
  1.200038970130e+01  ,-2.756525751824e-07  ,7.000000000000e-01  ,3.283493105580e+04  ,5.364287825762e+04  
  1.200038977828e+01  ,-2.325418979598e-07  ,7.000000000000e-01  ,3.283493210096e+04  ,5.364287913758e+04  
  1.200038992679e+01  ,-3.105225577782e-07  ,7.000000000000e-01  ,3.283493411714e+04  ,5.364288068278e+04  
  1.200039022382e+01  ,-2.958658315289e-07  ,7.000000000000e-01  ,3.283493814952e+04  ,5.364288319154e+04  
  1.200039081786e+01  ,-3.912955887919e-07  ,7.000000000000e-01  ,3.283494621427e+04  ,5.364288583738e+04  
  1.200039200595e+01  ,-3.786624936108e-07  ,7.000000000000e-01  ,3.283496234377e+04  ,5.364288583738e+04  
  1.200039438212e+01  ,-4.330144621756e-07  ,7.000000000000e-01  ,3.283499460272e+04  ,5.364288583738e+04  
  1.200039913447e+01  ,-3.869680569035e-07  ,7.000000000000e-01  ,3.283505912047e+04  ,5.364288583738e+04  
  1.200040693934e+01  ,-4.350337042824e-07  ,7.000000000000e-01  ,3.283516507874e+04  ,5.364288583739e+04  
  1.200042254908e+01  ,-3.891465968076e-07  ,7.000000000000e-01  ,3.283537699372e+04  ,5.364288583740e+04  
  1.200045376857e+01  ,-4.354300865150e-07  ,7.000000000000e-01  ,3.283580081747e+04  ,5.364288583741e+04  
  1.200051620753e+01  ,-4.050066184369e-07  ,7.000000000000e-01  ,3.283664844011e+04  ,5.364288583744e+04  
  1.200051815875e+01  ,-4.055422345439e-07  ,7.000000000000e-01  ,3.283667492778e+04  ,5.364288583744e+04  
  1.200052206118e+01  ,-4.029242458015e-07  ,7.000000000000e-01  ,3.283672790303e+04  ,5.364288583744e+04  
  1.200052986606e+01  ,-4.323373668513e-07  ,7.000000000000e-01  ,3.283683385314e+04  ,5.364288583745e+04  
  1.200053908389e+01  ,-3.969579765728e-07  ,7.000000000000e-01  ,3.283695898339e+04  ,5.364288583745e+04  
  1.200055200351e+01  ,-4.337061138560e-07  ,7.000000000000e-01  ,3.283713436337e+04  ,5.364288583746e+04  
  1.200057784274e+01  ,-4.053378437896e-07  ,7.000000000000e-01  ,3.283748511907e+04  ,5.364288569598e+04  
  1.200057865022e+01  ,-4.051540772043e-07  ,7.000000000000e-01  ,3.283749608009e+04  ,5.364288583747e+04  
  1.200058026517e+01  ,-4.151083045911e-07  ,7.000000000000e-01  ,3.283751800212e+04  ,5.364288583747e+04  
  1.200058066891e+01  ,-4.455461416752e-07  ,7.000000000000e-01  ,3.283752348263e+04  ,5.364288583747e+04  
  1.200058147638e+01  ,-4.051989151987e-07  ,7.000000000000e-01  ,3.283753444363e+04  ,5.364288583747e+04  
  1.200058167825e+01  ,-4.047892762926e-07  ,7.000000000000e-01  ,3.283753718388e+04  ,5.364288583747e+04  
  1.200058208199e+01  ,-3.623384645934e-07  ,7.000000000000e-01  ,3.283754266438e+04  ,5.364288676478e+04  
  1.200058251968e+01  ,-4.223226705014e-07  ,7.000000000000e-01  ,3.283754860574e+04  ,5.364288777007e+04  
  1.200058299880e+01  ,-3.844982472134e-07  ,7.000000000000e-01  ,3.283755510958e+04  ,5.364288777007e+04  
  1.200058364787e+01  ,-4.331958991521e-07  ,7.000000000000e-01  ,3.283756392032e+04  ,5.364288777007e+04  
  1.200058494602e+01  ,-3.914325728827e-07  ,7.000000000000e-01  ,3.283758154178e+04  ,5.364288777007e+04  
  1.200058754230e+01  ,-4.347874483501e-07  ,7.000000000000e-01  ,3.283761678465e+04  ,5.364288777007e+04  
  1.200059273486e+01  ,-3.907327422725e-07  ,7.000000000000e-01  ,3.283768727023e+04  ,5.364288777007e+04  
  1.200060312000e+01  ,-4.346747957962e-07  ,7.000000000000e-01  ,3.283782824070e+04  ,5.364288777008e+04  
  1.200062389026e+01  ,-4.050663755251e-07  ,7.000000000000e-01  ,3.283811017889e+04  ,5.364288777009e+04  
  1.200062453933e+01  ,-4.051946657646e-07  ,7.000000000000e-01  ,3.283811898940e+04  ,5.364288777009e+04  
  1.200062470160e+01  ,-4.059276209334e-07  ,7.000000000000e-01  ,3.283812119203e+04  ,5.364288777009e+04  
  1.200062502613e+01  ,-4.049826947961e-07  ,7.000000000000e-01  ,3.283812559728e+04  ,5.364288777009e+04  
  1.200062567520e+01  ,-2.868829383773e-07  ,7.000000000000e-01  ,3.283813440778e+04  ,5.364289082112e+04  
  1.200062668190e+01  ,-4.069017724984e-07  ,7.000000000000e-01  ,3.283814807273e+04  ,5.364289555324e+04  
  1.200062772980e+01  ,-3.849040321191e-07  ,7.000000000000e-01  ,3.283816229690e+04  ,5.364289555324e+04  
  1.200062955933e+01  ,-4.315016180756e-07  ,7.000000000000e-01  ,3.283818713092e+04  ,5.364289555324e+04  
  1.200063321839e+01  ,-3.909791122803e-07  ,7.000000000000e-01  ,3.283823679888e+04  ,5.364289555324e+04  
  1.200064053650e+01  ,-4.332538331986e-07  ,7.000000000000e-01  ,3.283833613444e+04  ,5.364289555325e+04  
  1.200065517273e+01  ,-3.937109026853e-07  ,7.000000000000e-01  ,3.283853480422e+04  ,5.364289555325e+04  
  1.200068444519e+01  ,-4.339079097415e-07  ,7.000000000000e-01  ,3.283893213830e+04  ,5.364289555327e+04  
  1.200074299012e+01  ,-4.049156454300e-07  ,7.000000000000e-01  ,3.283972678461e+04  ,5.364289515151e+04  
  1.200074481964e+01  ,-4.056056660262e-07  ,7.000000000000e-01  ,3.283975161684e+04  ,5.364289555330e+04  
  1.200074847870e+01  ,-4.128921270719e-07  ,7.000000000000e-01  ,3.283980128121e+04  ,5.364289555330e+04  
  1.200074939347e+01  ,-4.378822373030e-07  ,7.000000000000e-01  ,3.283981369728e+04  ,5.364289555330e+04  
  1.200075122300e+01  ,-3.901017419095e-07  ,7.000000000000e-01  ,3.283983852941e+04  ,5.364289555330e+04  
  1.200075488205e+01  ,-4.346438375880e-07  ,7.000000000000e-01  ,3.283988819358e+04  ,5.364289555330e+04  
  1.200076220017e+01  ,-3.914368177926e-07  ,7.000000000000e-01  ,3.283998752158e+04  ,5.364289555330e+04  
  1.200077683640e+01  ,-4.340277203196e-07  ,7.000000000000e-01  ,3.284018617622e+04  ,5.364289555331e+04  
  1.200080610886e+01  ,-4.051949526185e-07  ,7.000000000000e-01  ,3.284058348002e+04  ,5.364289555332e+04  
  1.200080702362e+01  ,-4.052678642119e-07  ,7.000000000000e-01  ,3.284059589565e+04  ,5.364289555332e+04  
  1.200080885315e+01  ,-4.225302455418e-07  ,7.000000000000e-01  ,3.284062072688e+04  ,5.364289555333e+04  
  1.200080891033e+01  ,-4.522139476770e-07  ,7.000000000000e-01  ,3.284062150286e+04  ,5.364289521690e+04  
  1.200080892462e+01  ,-4.277569040922e-07  ,7.000000000000e-01  ,3.284062169685e+04  ,5.364289513287e+04  
  1.200080892819e+01  ,-4.373447444750e-07  ,7.000000000000e-01  ,3.284062174535e+04  ,5.364289513287e+04  
  1.200080893534e+01  ,-4.360245777491e-07  ,7.000000000000e-01  ,3.284062184235e+04  ,5.364289513287e+04  
  1.200080894526e+01  ,-3.127309943507e-07  ,7.000000000000e-01  ,3.284062197700e+04  ,5.364289517050e+04  
  1.200080896510e+01  ,-3.626337418128e-07  ,7.000000000000e-01  ,3.284062224631e+04  ,5.364289528970e+04  
  1.200080899141e+01  ,-4.676822470961e-07  ,7.000000000000e-01  ,3.284062260331e+04  ,5.364289530840e+04  
  1.200080904401e+01  ,-3.762801566720e-07  ,7.000000000000e-01  ,3.284062331732e+04  ,5.364289522919e+04  
  1.200080914298e+01  ,-4.544369903159e-07  ,7.000000000000e-01  ,3.284062466056e+04  ,5.364289477331e+04  
  1.200080925010e+01  ,-3.725742364069e-07  ,7.000000000000e-01  ,3.284062611446e+04  ,5.364289427995e+04  
  1.200080944582e+01  ,-4.455265559533e-07  ,7.000000000000e-01  ,3.284062877083e+04  ,5.364289427995e+04  
  1.200080963241e+01  ,-3.721092975972e-07  ,7.000000000000e-01  ,3.284063130327e+04  ,5.364289464239e+04  
  1.200080998732e+01  ,-4.417568063297e-07  ,7.000000000000e-01  ,3.284063612027e+04  ,5.364289533741e+04  
  1.200081066357e+01  ,-3.728165644257e-07  ,7.000000000000e-01  ,3.284064529864e+04  ,5.364289533741e+04  
  1.200081201607e+01  ,-4.408911054854e-07  ,7.000000000000e-01  ,3.284066365539e+04  ,5.364289533741e+04  
  1.200081472107e+01  ,-3.718823056720e-07  ,7.000000000000e-01  ,3.284070036883e+04  ,5.364290065056e+04  
  1.200082013107e+01  ,-4.397408965018e-07  ,7.000000000000e-01  ,3.284077379553e+04  ,5.364291127691e+04  
  1.200083095108e+01  ,-4.044393765446e-07  ,7.000000000000e-01  ,3.284092064817e+04  ,5.364291127692e+04  
  1.200083128921e+01  ,-4.051765549462e-07  ,7.000000000000e-01  ,3.284092523730e+04  ,5.364291127692e+04  
  1.200083196546e+01  ,-3.781407382775e-07  ,7.000000000000e-01  ,3.284093441556e+04  ,5.364291127692e+04  
  1.200083280211e+01  ,-4.410709984193e-07  ,7.000000000000e-01  ,3.284094577091e+04  ,5.364291127692e+04  
  1.200083365088e+01  ,-3.743159129876e-07  ,7.000000000000e-01  ,3.284095729064e+04  ,5.364291127692e+04  
  1.200083464023e+01  ,-4.400513308744e-07  ,7.000000000000e-01  ,3.284097071823e+04  ,5.364291127692e+04  
  1.200083661891e+01  ,-3.745176694603e-07  ,7.000000000000e-01  ,3.284099757340e+04  ,5.364291127692e+04  
  1.200084057628e+01  ,-4.392618778437e-07  ,7.000000000000e-01  ,3.284105128362e+04  ,5.364291127692e+04  
  1.200084849101e+01  ,-3.721132307288e-07  ,7.000000000000e-01  ,3.284115870368e+04  ,5.364292679027e+04  
  1.200086432048e+01  ,-4.384147744563e-07  ,7.000000000000e-01  ,3.284137354219e+04  ,5.364295781741e+04  
  1.200089597941e+01  ,-4.045212262938e-07  ,7.000000000000e-01  ,3.284180321284e+04  ,5.364295781742e+04  
  1.200089696876e+01  ,-4.057264181567e-07  ,7.000000000000e-01  ,3.284181663991e+04  ,5.364295781742e+04  
  1.200089894744e+01  ,-4.052671974120e-07  ,7.000000000000e-01  ,3.284184349402e+04  ,5.364295781757e+04  
  1.200089944211e+01  ,-4.052484594286e-07  ,7.000000000000e-01  ,3.284185020755e+04  ,5.364295781742e+04  
  1.200090043145e+01  ,-3.254805824304e-07  ,7.000000000000e-01  ,3.284186363459e+04  ,5.364296125369e+04  
  1.200090205232e+01  ,-4.365704000253e-07  ,7.000000000000e-01  ,3.284188563245e+04  ,5.364296688343e+04  
  1.200090371095e+01  ,-3.752309955529e-07  ,7.000000000000e-01  ,3.284190814283e+04  ,5.364296688343e+04  
  1.200090634309e+01  ,-4.376436131548e-07  ,7.000000000000e-01  ,3.284194386532e+04  ,5.364296688343e+04  
  1.200091160737e+01  ,-3.747215304717e-07  ,7.000000000000e-01  ,3.284201531013e+04  ,5.364296688343e+04  
  1.200092213593e+01  ,-4.376953338658e-07  ,7.000000000000e-01  ,3.284215819905e+04  ,5.364296688344e+04  
  1.200094319306e+01  ,-3.746628754187e-07  ,7.000000000000e-01  ,3.284244397405e+04  ,5.364296688345e+04  
  1.200098530732e+01  ,-4.376347067792e-07  ,7.000000000000e-01  ,3.284301551276e+04  ,5.364296688347e+04  
  1.200106953584e+01  ,-4.045167506239e-07  ,7.000000000000e-01  ,3.284415854494e+04  ,5.364296688351e+04  
  1.200123799287e+01  ,-4.407510684756e-07  ,7.000000000000e-01  ,3.284644442842e+04  ,5.364296688359e+04  
  1.200157490693e+01  ,-4.045404959352e-07  ,7.000000000000e-01  ,3.285101547190e+04  ,5.364296450766e+04  
  1.200165625459e+01  ,-4.430861879345e-07  ,7.000000000000e-01  ,3.285211900247e+04  ,5.364296688378e+04  
  1.200181894990e+01  ,-4.058630691250e-07  ,7.000000000000e-01  ,3.285432589493e+04  ,5.364296688385e+04  
  1.200181958543e+01  ,-4.068602050822e-07  ,7.000000000000e-01  ,3.285433451516e+04  ,5.364296688386e+04  
  1.200181974431e+01  ,-4.071257803939e-07  ,7.000000000000e-01  ,3.285433667022e+04  ,5.364296688386e+04  
  1.200182006207e+01  ,-4.065513143636e-07  ,7.000000000000e-01  ,3.285434098033e+04  ,5.364296688386e+04  
  1.200182069760e+01  ,-1.845924926108e-07  ,7.000000000000e-01  ,3.285434960056e+04  ,5.364297195445e+04  
  1.200182196866e+01  ,-4.074148714783e-07  ,7.000000000000e-01  ,3.285436684100e+04  ,5.364298209564e+04  
  1.200182324582e+01  ,-3.724160094198e-07  ,7.000000000000e-01  ,3.285438416422e+04  ,5.364298458458e+04  
  1.200182573834e+01  ,-4.347789266390e-07  ,7.000000000000e-01  ,3.285441797239e+04  ,5.364298948759e+04  
  1.200183033963e+01  ,-3.767644316255e-07  ,7.000000000000e-01  ,3.285448038336e+04  ,5.364298948759e+04  
  1.200183954221e+01  ,-4.365918739591e-07  ,7.000000000000e-01  ,3.285460520476e+04  ,5.364298948759e+04  
  1.200185794736e+01  ,-3.801974514661e-07  ,7.000000000000e-01  ,3.285485484540e+04  ,5.364298948760e+04  
  1.200189475766e+01  ,-4.375902620812e-07  ,7.000000000000e-01  ,3.285535411805e+04  ,5.364298948762e+04  
  1.200196837827e+01  ,-4.061776895103e-07  ,7.000000000000e-01  ,3.285635262882e+04  ,5.364298948765e+04  
  1.200197067891e+01  ,-4.085795090314e-07  ,7.000000000000e-01  ,3.285638383153e+04  ,5.364298948766e+04  
  1.200197528020e+01  ,-3.899393640205e-07  ,7.000000000000e-01  ,3.285644623684e+04  ,5.364298948766e+04  
  1.200197990285e+01  ,-4.376998271050e-07  ,7.000000000000e-01  ,3.285650893169e+04  ,5.364298948766e+04  
  1.200198484899e+01  ,-3.833213677862e-07  ,7.000000000000e-01  ,3.285657601363e+04  ,5.364298948766e+04  
  1.200199066335e+01  ,-4.380747236077e-07  ,7.000000000000e-01  ,3.285665487061e+04  ,5.364298948766e+04  
  1.200200229207e+01  ,-3.806813907437e-07  ,7.000000000000e-01  ,3.285681258370e+04  ,5.364298948767e+04  
  1.200202554952e+01  ,-4.377953844448e-07  ,7.000000000000e-01  ,3.285712800643e+04  ,5.364298948768e+04  
  1.200207206441e+01  ,-4.073936382964e-07  ,7.000000000000e-01  ,3.285775883811e+04  ,5.364298948770e+04  
  1.200207351800e+01  ,-4.085529190234e-07  ,7.000000000000e-01  ,3.285777855130e+04  ,5.364298948770e+04  
  1.200207642518e+01  ,-3.949250619029e-07  ,7.000000000000e-01  ,3.285781797764e+04  ,5.364298948770e+04  
  1.200208163148e+01  ,-4.383179611211e-07  ,7.000000000000e-01  ,3.285788858375e+04  ,5.364298948771e+04  
  1.200208684388e+01  ,-3.859630512415e-07  ,7.000000000000e-01  ,3.285795927242e+04  ,5.364298948771e+04  
  1.200209375459e+01  ,-4.384598462082e-07  ,7.000000000000e-01  ,3.285805299248e+04  ,5.364298948771e+04  
  1.200210757600e+01  ,-3.853582301316e-07  ,7.000000000000e-01  ,3.285824043139e+04  ,5.364298948772e+04  
  1.200213521882e+01  ,-4.443027751266e-07  ,7.000000000000e-01  ,3.285861530434e+04  ,5.364298948773e+04  
  1.200219050447e+01  ,-4.205067070662e-07  ,7.000000000000e-01  ,3.285936503078e+04  ,5.364298948776e+04  
  1.200219223214e+01  ,-4.213113050100e-07  ,7.000000000000e-01  ,3.285938845931e+04  ,5.364298948776e+04  
  1.200219568749e+01  ,-4.072837818947e-07  ,7.000000000000e-01  ,3.285943531630e+04  ,5.364298948776e+04  
  1.200220259820e+01  ,-4.518091613892e-07  ,7.000000000000e-01  ,3.285952902997e+04  ,5.364298948776e+04  
  1.200220903131e+01  ,-4.010582973502e-07  ,7.000000000000e-01  ,3.285961626671e+04  ,5.364298948777e+04  
  1.200221798669e+01  ,-4.537436277263e-07  ,7.000000000000e-01  ,3.285973770646e+04  ,5.364298948777e+04  
  1.200223589746e+01  ,-4.002308038598e-07  ,7.000000000000e-01  ,3.285998058391e+04  ,5.364298948778e+04  
  1.200227171899e+01  ,-4.598062711969e-07  ,7.000000000000e-01  ,3.286046633062e+04  ,5.364298948780e+04  
  1.200234336205e+01  ,-4.392264122965e-07  ,7.000000000000e-01  ,3.286143779137e+04  ,5.364298948783e+04  
  1.200234560090e+01  ,-4.399682161926e-07  ,7.000000000000e-01  ,3.286146814881e+04  ,5.364298948783e+04  
  1.200235007859e+01  ,-4.243855706021e-07  ,7.000000000000e-01  ,3.286152886358e+04  ,5.364298948783e+04  
  1.200235903398e+01  ,-4.706926918230e-07  ,7.000000000000e-01  ,3.286165029259e+04  ,5.364298948784e+04  
  1.200236744615e+01  ,-4.208388280913e-07  ,7.000000000000e-01  ,3.286176435539e+04  ,5.364298948784e+04  
  1.200237911302e+01  ,-4.738654678371e-07  ,7.000000000000e-01  ,3.286192254850e+04  ,5.364298948784e+04  
